id_sewa,nama_barang,jenis,tanggal_sewa,durasi_sewa,hari,bulan,stok,total_biaya
MIP-05217,Epson 6000 Lumens,Proyektor,2026-04-15,1,Wednesday,4,5,989000
MIP-05218,Screen 3x4,Screen,2024-08-23,2,Friday,8,5,839000
MIP-05219,Epson 6000 Lumens,Proyektor,2024-03-05,6,Tuesday,3,17,5674000
MIP-05220,TV 75 Inch,TV,2025-03-20,4,Thursday,3,8,4376000
MIP-05221,Epson 6000 Lumens,Proyektor,2024-01-31,5,Wednesday,1,20,4800000
MIP-05222,TV 65 Inch,TV,2024-05-04,1,Saturday,5,7,696000
MIP-05223,TV 50 Inch,TV,2024-07-12,3,Friday,7,17,1260000
MIP-05224,Screen 2x3,Screen,2024-10-22,1,Tuesday,10,12,291000
MIP-05225,TV 50 Inch,TV,2024-11-22,6,Friday,11,12,2646000
MIP-05226,Screen 2x3,Screen,2025-08-26,5,Tuesday,8,6,1367000
MIP-05227,TV 75 Inch,TV,2024-10-09,4,Wednesday,10,9,4880000
MIP-05228,TV 43 Inch,TV,2024-11-18,3,Monday,11,18,969000
MIP-05229,TV 55 Inch,TV,2025-11-23,7,Sunday,11,8,3582000
MIP-05230,Epson 6000 Lumens,Proyektor,2024-01-04,2,Thursday,1,5,2039000
MIP-05231,TV 75 Inch,TV,2026-02-08,4,Sunday,2,10,4958000
MIP-05232,Epson 6000 Lumens,Proyektor,2025-01-13,7,Monday,1,13,6887000
MIP-05233,TV 55 Inch,TV,2026-01-30,5,Friday,1,17,2861000
MIP-05234,TV 75 Inch,TV,2024-03-17,3,Sunday,3,5,3536000
MIP-05235,Epson 6000 Lumens,Proyektor,2025-03-22,4,Saturday,3,17,4004000
MIP-05236,TV 65 Inch,TV,2024-10-02,1,Wednesday,10,7,631000
MIP-05237,Epson 6000 Lumens,Proyektor,2025-10-24,4,Friday,10,16,4153000
MIP-05238,TV 50 Inch,TV,2024-03-29,6,Friday,3,7,2787000
MIP-05239,TV 43 Inch,TV,2024-10-15,1,Tuesday,10,19,272000
MIP-05240,TV 55 Inch,TV,2024-04-12,4,Friday,4,13,2142000
MIP-05241,TV 75 Inch,TV,2024-02-12,5,Monday,2,5,6575000
MIP-05242,TV 55 Inch,TV,2026-03-02,5,Monday,3,11,2706000
MIP-05243,TV 65 Inch,TV,2025-03-05,5,Wednesday,3,11,3501000
MIP-05244,TV 50 Inch,TV,2025-07-21,2,Monday,7,17,974000
MIP-05245,TV 65 Inch,TV,2024-06-12,4,Wednesday,6,19,2922000
MIP-05246,Epson 6000 Lumens,Proyektor,2025-06-24,2,Tuesday,6,18,2033000
MIP-05247,Screen 2x3,Screen,2025-04-28,5,Monday,4,20,1589000
MIP-05248,Screen 2x3,Screen,2025-01-07,1,Tuesday,1,16,322000
MIP-05249,TV 65 Inch,TV,2024-07-03,3,Wednesday,7,19,2082000
MIP-05250,Screen 2x3,Screen,2025-08-06,4,Wednesday,8,17,1194000
MIP-05251,Epson 6000 Lumens,Proyektor,2025-12-10,5,Wednesday,12,12,4886000
MIP-05252,Screen 3x4,Screen,2024-01-23,1,Tuesday,1,9,437000
MIP-05253,TV 65 Inch,TV,2025-12-19,7,Friday,12,16,5093000
MIP-05254,TV 75 Inch,TV,2025-10-08,5,Wednesday,10,10,5500000
MIP-05255,TV 65 Inch,TV,2024-01-16,3,Tuesday,1,7,2252000
MIP-05256,Epson 6000 Lumens,Proyektor,2026-02-18,5,Wednesday,2,16,4981000
MIP-05257,Screen 3x4,Screen,2024-03-15,7,Friday,3,19,2559000
MIP-05258,TV 55 Inch,TV,2024-12-09,5,Monday,12,15,2777000
MIP-05259,Screen 2x3,Screen,2025-04-16,4,Wednesday,4,19,1180000
MIP-05260,TV 50 Inch,TV,2025-12-24,1,Wednesday,12,9,484000
MIP-05261,TV 75 Inch,TV,2024-10-30,4,Wednesday,10,10,4516000
MIP-05262,Screen 2x3,Screen,2024-04-08,5,Monday,4,9,1598000
MIP-05263,TV 50 Inch,TV,2024-04-04,5,Thursday,4,17,2276000
MIP-05264,Screen 3x4,Screen,2025-03-22,3,Saturday,3,10,1093000
MIP-05265,Screen 3x4,Screen,2024-05-24,5,Friday,5,20,2189000
MIP-05266,TV 55 Inch,TV,2025-06-08,5,Sunday,6,7,2757000
MIP-05267,TV 75 Inch,TV,2024-02-24,7,Saturday,2,13,8049000
MIP-05268,TV 55 Inch,TV,2024-09-29,2,Sunday,9,8,1093000
MIP-05269,TV 55 Inch,TV,2025-11-28,3,Friday,11,16,1768000
MIP-05270,TV 75 Inch,TV,2024-02-16,3,Friday,2,18,3460000
MIP-05271,Screen 3x4,Screen,2024-01-03,7,Wednesday,1,9,2628000
MIP-05272,Screen 3x4,Screen,2025-01-10,4,Friday,1,5,1481000
MIP-05273,Epson 6000 Lumens,Proyektor,2026-01-21,1,Wednesday,1,7,960000
MIP-05274,TV 65 Inch,TV,2024-08-12,6,Monday,8,15,4435000
MIP-05275,TV 65 Inch,TV,2024-10-08,1,Tuesday,10,19,696000
MIP-05276,Screen 3x4,Screen,2024-08-04,7,Sunday,8,9,2647000
MIP-05277,TV 50 Inch,TV,2025-04-26,2,Saturday,4,10,840000
MIP-05278,TV 55 Inch,TV,2026-01-08,7,Thursday,1,13,3721000
MIP-05279,Epson 6000 Lumens,Proyektor,2024-02-29,1,Thursday,2,20,1088000
MIP-05280,Screen 3x4,Screen,2024-06-13,6,Thursday,6,13,2325000
MIP-05281,TV 75 Inch,TV,2024-09-03,1,Tuesday,9,9,1317000
MIP-05282,TV 65 Inch,TV,2024-03-15,4,Friday,3,16,2792000
MIP-05283,Epson 6000 Lumens,Proyektor,2025-05-08,1,Thursday,5,6,936000
MIP-05284,TV 55 Inch,TV,2025-07-29,6,Tuesday,7,6,3558000
MIP-05285,Screen 2x3,Screen,2024-04-28,5,Sunday,4,16,1488000
MIP-05286,Epson 6000 Lumens,Proyektor,2025-09-17,2,Wednesday,9,19,2084000
MIP-05287,Screen 2x3,Screen,2026-04-15,6,Wednesday,4,7,1974000
MIP-05288,TV 55 Inch,TV,2024-07-09,4,Tuesday,7,7,2002000
MIP-05289,Epson 6000 Lumens,Proyektor,2026-01-31,3,Saturday,1,12,2758000
MIP-05290,TV 75 Inch,TV,2024-02-24,7,Saturday,2,9,8770000
MIP-05291,TV 43 Inch,TV,2024-02-14,1,Wednesday,2,19,287000
MIP-05292,Screen 2x3,Screen,2026-04-09,4,Thursday,4,15,1124000
MIP-05293,Epson 6000 Lumens,Proyektor,2024-01-05,4,Friday,1,13,3631000
MIP-05294,Screen 2x3,Screen,2025-05-31,5,Saturday,5,14,1357000
MIP-05295,TV 55 Inch,TV,2025-12-16,3,Tuesday,12,12,1741000
MIP-05296,Screen 3x4,Screen,2026-03-27,5,Friday,3,19,1854000
MIP-05297,TV 65 Inch,TV,2025-08-30,5,Saturday,8,11,3477000
MIP-05298,TV 65 Inch,TV,2024-12-18,2,Wednesday,12,13,1430000
MIP-05299,TV 50 Inch,TV,2025-04-28,7,Monday,4,8,3105000
MIP-05300,TV 65 Inch,TV,2026-01-20,1,Tuesday,1,9,634000
MIP-05301,TV 75 Inch,TV,2024-07-26,7,Friday,7,14,8876000
MIP-05302,Screen 2x3,Screen,2024-08-06,7,Tuesday,8,7,1894000
MIP-05303,Epson 6000 Lumens,Proyektor,2024-09-21,3,Saturday,9,6,3157000
MIP-05304,Screen 3x4,Screen,2024-12-26,7,Thursday,12,17,3020000
MIP-05305,TV 43 Inch,TV,2025-12-02,2,Tuesday,12,7,592000
MIP-05306,TV 75 Inch,TV,2024-10-30,2,Wednesday,10,16,2417000
MIP-05307,TV 75 Inch,TV,2024-09-19,5,Thursday,9,12,5972000
MIP-05308,TV 55 Inch,TV,2024-06-04,4,Tuesday,6,6,2151000
MIP-05309,TV 65 Inch,TV,2024-10-06,5,Sunday,10,18,3771000
MIP-05310,Epson 6000 Lumens,Proyektor,2026-02-02,4,Monday,2,19,4315000
MIP-05311,TV 43 Inch,TV,2025-08-25,5,Monday,8,12,1451000
MIP-05312,TV 50 Inch,TV,2024-11-02,5,Saturday,11,11,2302000
MIP-05313,TV 50 Inch,TV,2024-06-30,3,Sunday,6,12,1465000
MIP-05314,TV 65 Inch,TV,2026-03-27,6,Friday,3,14,4588000
MIP-05315,TV 65 Inch,TV,2024-05-21,5,Tuesday,5,6,3506000
MIP-05316,TV 55 Inch,TV,2024-12-08,1,Sunday,12,19,545000
MIP-05317,TV 75 Inch,TV,2024-10-10,6,Thursday,10,6,6881000
MIP-05318,TV 65 Inch,TV,2025-01-03,4,Friday,1,15,3057000
MIP-05319,TV 55 Inch,TV,2024-03-22,3,Friday,3,17,1532000
MIP-05320,Screen 3x4,Screen,2024-07-29,5,Monday,7,10,2032000
MIP-05321,Epson 6000 Lumens,Proyektor,2025-08-31,1,Sunday,8,15,957000
MIP-05322,TV 55 Inch,TV,2024-04-19,1,Friday,4,20,526000
MIP-05323,TV 50 Inch,TV,2026-01-18,1,Sunday,1,8,441000
MIP-05324,TV 43 Inch,TV,2024-04-12,1,Friday,4,8,330000
MIP-05325,TV 75 Inch,TV,2026-03-08,5,Sunday,3,17,5466000
MIP-05326,Screen 2x3,Screen,2025-09-07,6,Sunday,9,5,1828000
MIP-05327,Screen 3x4,Screen,2024-12-02,7,Monday,12,14,2566000
MIP-05328,TV 75 Inch,TV,2025-11-29,4,Saturday,11,6,4468000
MIP-05329,Screen 3x4,Screen,2024-06-21,6,Friday,6,5,2371000
MIP-05330,TV 65 Inch,TV,2026-01-04,5,Sunday,1,16,3507000
MIP-05331,TV 43 Inch,TV,2024-11-18,7,Monday,11,13,1999000
MIP-05332,Screen 2x3,Screen,2025-11-29,2,Saturday,11,5,578000
MIP-05333,Screen 2x3,Screen,2025-11-13,2,Thursday,11,10,550000
MIP-05334,TV 75 Inch,TV,2024-11-17,7,Sunday,11,16,8069000
MIP-05335,Epson 6000 Lumens,Proyektor,2024-01-11,2,Thursday,1,18,2187000
MIP-05336,Epson 6000 Lumens,Proyektor,2024-03-21,3,Thursday,3,8,3267000
MIP-05337,TV 55 Inch,TV,2024-08-07,7,Wednesday,8,10,3723000
MIP-05338,TV 55 Inch,TV,2026-03-28,6,Saturday,3,13,3347000
MIP-05339,TV 75 Inch,TV,2025-10-10,5,Friday,10,15,6492000
MIP-05340,Epson 6000 Lumens,Proyektor,2025-03-24,3,Monday,3,6,2704000
MIP-05341,TV 75 Inch,TV,2024-04-12,7,Friday,4,19,8922000
MIP-05342,TV 43 Inch,TV,2024-05-12,4,Sunday,5,6,1308000
MIP-05343,TV 55 Inch,TV,2025-12-26,6,Friday,12,16,3030000
MIP-05344,Epson 6000 Lumens,Proyektor,2024-08-24,6,Saturday,8,7,5594000
MIP-05345,Epson 6000 Lumens,Proyektor,2024-01-10,4,Wednesday,1,14,4369000
MIP-05346,TV 43 Inch,TV,2024-11-07,7,Thursday,11,5,2116000
MIP-05347,TV 43 Inch,TV,2025-12-07,5,Sunday,12,8,1354000
MIP-05348,Epson 6000 Lumens,Proyektor,2024-10-11,3,Friday,10,9,2855000
MIP-05349,Epson 6000 Lumens,Proyektor,2024-08-07,4,Wednesday,8,6,3960000
MIP-05350,TV 50 Inch,TV,2024-03-06,1,Wednesday,3,14,467000
MIP-05351,Screen 2x3,Screen,2024-08-14,6,Wednesday,8,15,1884000
MIP-05352,Screen 3x4,Screen,2025-07-12,3,Saturday,7,16,1319000
MIP-05353,TV 43 Inch,TV,2025-01-17,6,Friday,1,15,1724000
MIP-05354,Screen 3x4,Screen,2024-02-16,3,Friday,2,17,1209000
MIP-05355,Screen 2x3,Screen,2024-02-04,1,Sunday,2,18,302000
MIP-05356,TV 75 Inch,TV,2025-08-06,5,Wednesday,8,5,5887000
MIP-05357,Epson 6000 Lumens,Proyektor,2025-02-11,5,Tuesday,2,18,4669000
MIP-05358,Epson 6000 Lumens,Proyektor,2024-03-16,5,Saturday,3,17,5477000
MIP-05359,TV 75 Inch,TV,2025-05-03,3,Saturday,5,6,3854000
MIP-05360,TV 43 Inch,TV,2025-05-05,5,Monday,5,13,1499000
MIP-05361,Screen 3x4,Screen,2026-01-03,2,Saturday,1,11,817000
MIP-05362,TV 50 Inch,TV,2024-11-10,5,Sunday,11,16,2127000
MIP-05363,TV 43 Inch,TV,2024-01-22,1,Monday,1,17,303000
MIP-05364,TV 75 Inch,TV,2025-04-14,4,Monday,4,10,4987000
MIP-05365,TV 55 Inch,TV,2024-12-01,1,Sunday,12,11,552000
MIP-05366,Screen 3x4,Screen,2025-10-10,3,Friday,10,5,1318000
MIP-05367,Screen 2x3,Screen,2025-05-20,2,Tuesday,5,17,613000
MIP-05368,TV 55 Inch,TV,2024-09-18,2,Wednesday,9,17,1072000
MIP-05369,Screen 3x4,Screen,2024-10-19,1,Saturday,10,19,422000
MIP-05370,TV 50 Inch,TV,2024-07-07,5,Sunday,7,6,2102000
MIP-05371,Screen 3x4,Screen,2025-11-08,5,Saturday,11,9,1954000
MIP-05372,TV 43 Inch,TV,2026-03-19,2,Thursday,3,14,582000
MIP-05373,TV 55 Inch,TV,2024-04-07,1,Sunday,4,5,542000
MIP-05374,Epson 6000 Lumens,Proyektor,2025-08-08,1,Friday,8,18,1056000
MIP-05375,Epson 6000 Lumens,Proyektor,2024-12-30,2,Monday,12,5,1994000
MIP-05376,TV 65 Inch,TV,2025-06-06,3,Friday,6,12,2223000
MIP-05377,Epson 6000 Lumens,Proyektor,2024-06-04,1,Tuesday,6,7,1015000
MIP-05378,TV 65 Inch,TV,2025-02-06,4,Thursday,2,12,2712000
MIP-05379,Screen 3x4,Screen,2025-09-23,1,Tuesday,9,14,425000
MIP-05380,TV 55 Inch,TV,2025-04-12,3,Saturday,4,19,1564000
MIP-05381,TV 55 Inch,TV,2025-08-02,7,Saturday,8,10,3638000
MIP-05382,Screen 2x3,Screen,2024-06-24,5,Monday,6,18,1501000
MIP-05383,TV 50 Inch,TV,2024-06-20,4,Thursday,6,6,1714000
MIP-05384,TV 43 Inch,TV,2024-09-03,4,Tuesday,9,10,1082000
MIP-05385,Epson 6000 Lumens,Proyektor,2025-12-11,2,Thursday,12,19,2059000
MIP-05386,TV 55 Inch,TV,2024-12-28,5,Saturday,12,10,2756000
MIP-05387,Screen 2x3,Screen,2024-09-18,4,Wednesday,9,19,1187000
MIP-05388,Epson 6000 Lumens,Proyektor,2025-12-12,5,Friday,12,9,5467000
MIP-05389,Epson 6000 Lumens,Proyektor,2025-03-31,1,Monday,3,7,1014000
MIP-05390,TV 55 Inch,TV,2024-06-14,2,Friday,6,5,1180000
MIP-05391,Screen 3x4,Screen,2024-07-12,4,Friday,7,10,1485000
MIP-05392,Screen 2x3,Screen,2025-10-24,7,Friday,10,10,2129000
MIP-05393,Screen 2x3,Screen,2024-12-27,5,Friday,12,8,1610000
MIP-05394,TV 75 Inch,TV,2026-01-10,1,Saturday,1,16,1220000
MIP-05395,Screen 2x3,Screen,2025-03-20,1,Thursday,3,8,313000
MIP-05396,TV 65 Inch,TV,2024-08-04,5,Sunday,8,16,3410000
MIP-05397,TV 55 Inch,TV,2025-07-17,5,Thursday,7,7,2526000
MIP-05398,TV 55 Inch,TV,2025-08-05,6,Tuesday,8,19,3272000
MIP-05399,TV 75 Inch,TV,2024-06-20,6,Thursday,6,8,7048000
MIP-05400,TV 65 Inch,TV,2025-07-23,5,Wednesday,7,6,3757000
MIP-05401,Epson 6000 Lumens,Proyektor,2026-02-07,7,Saturday,2,15,6642000
MIP-05402,TV 43 Inch,TV,2025-05-05,5,Monday,5,11,1640000
MIP-05403,Screen 2x3,Screen,2025-07-14,4,Monday,7,9,1310000
MIP-05404,TV 75 Inch,TV,2024-06-25,7,Tuesday,6,13,7976000
MIP-05405,TV 55 Inch,TV,2024-11-14,7,Thursday,11,6,3733000
MIP-05406,Screen 2x3,Screen,2025-06-10,2,Tuesday,6,10,647000
MIP-05407,TV 75 Inch,TV,2024-06-15,1,Saturday,6,6,1312000
MIP-05408,Screen 3x4,Screen,2025-07-18,2,Friday,7,14,791000
MIP-05409,Screen 3x4,Screen,2025-10-02,7,Thursday,10,12,2700000
MIP-05410,Screen 3x4,Screen,2025-11-09,2,Sunday,11,6,804000
MIP-05411,TV 50 Inch,TV,2024-03-31,3,Sunday,3,13,1401000
MIP-05412,TV 75 Inch,TV,2024-10-12,6,Saturday,10,11,6874000
MIP-05413,Screen 3x4,Screen,2026-02-06,7,Friday,2,8,2932000
MIP-05414,Screen 2x3,Screen,2025-03-07,3,Friday,3,11,819000
MIP-05415,Epson 6000 Lumens,Proyektor,2025-11-20,2,Thursday,11,5,1820000
MIP-05416,Screen 3x4,Screen,2024-02-06,6,Tuesday,2,11,2345000
MIP-05417,Epson 6000 Lumens,Proyektor,2024-10-10,6,Thursday,10,9,5824000
MIP-05418,TV 43 Inch,TV,2024-05-14,2,Tuesday,5,19,578000
MIP-05419,TV 75 Inch,TV,2025-01-02,7,Thursday,1,9,8385000
MIP-05420,Screen 2x3,Screen,2024-09-06,3,Friday,9,11,868000
MIP-05421,Epson 6000 Lumens,Proyektor,2026-03-06,7,Friday,3,9,6569000
MIP-05422,Screen 2x3,Screen,2025-03-03,3,Monday,3,6,866000
MIP-05423,TV 65 Inch,TV,2024-09-16,4,Monday,9,11,3066000
MIP-05424,Epson 6000 Lumens,Proyektor,2025-11-29,7,Saturday,11,6,6876000
MIP-05425,TV 55 Inch,TV,2026-01-02,7,Friday,1,12,3807000
MIP-05426,TV 75 Inch,TV,2025-04-12,4,Saturday,4,16,4873000
MIP-05427,TV 65 Inch,TV,2025-08-21,1,Thursday,8,12,768000
MIP-05428,Screen 3x4,Screen,2026-02-25,1,Wednesday,2,5,379000
MIP-05429,Screen 3x4,Screen,2025-09-04,1,Thursday,9,18,415000
MIP-05430,Screen 2x3,Screen,2025-04-25,3,Friday,4,17,939000
MIP-05431,Epson 6000 Lumens,Proyektor,2024-06-11,5,Tuesday,6,11,5107000
MIP-05432,Screen 2x3,Screen,2026-03-15,1,Sunday,3,13,275000
MIP-05433,TV 43 Inch,TV,2026-01-29,5,Thursday,1,13,1553000
MIP-05434,Screen 2x3,Screen,2025-09-26,4,Friday,9,17,1095000
MIP-05435,Screen 3x4,Screen,2024-06-03,5,Monday,6,7,2038000
MIP-05436,TV 43 Inch,TV,2024-05-01,4,Wednesday,5,20,1257000
MIP-05437,Epson 6000 Lumens,Proyektor,2025-05-28,1,Wednesday,5,16,942000
MIP-05438,TV 65 Inch,TV,2025-07-24,3,Thursday,7,18,2243000
MIP-05439,TV 65 Inch,TV,2025-04-16,7,Wednesday,4,6,4440000
MIP-05440,TV 65 Inch,TV,2024-08-27,6,Tuesday,8,17,4489000
MIP-05441,Screen 3x4,Screen,2024-03-27,5,Wednesday,3,17,1984000
MIP-05442,TV 55 Inch,TV,2025-01-05,1,Sunday,1,14,519000
MIP-05443,TV 50 Inch,TV,2026-03-08,7,Sunday,3,13,2919000
MIP-05444,TV 50 Inch,TV,2025-11-02,1,Sunday,11,19,491000
MIP-05445,TV 65 Inch,TV,2025-02-04,2,Tuesday,2,14,1280000
MIP-05446,TV 43 Inch,TV,2026-01-04,2,Sunday,1,18,564000
MIP-05447,TV 55 Inch,TV,2024-01-09,3,Tuesday,1,17,1600000
MIP-05448,Screen 3x4,Screen,2025-04-09,2,Wednesday,4,9,819000
MIP-05449,Screen 3x4,Screen,2025-01-29,2,Wednesday,1,18,807000
MIP-05450,Screen 2x3,Screen,2024-03-31,3,Sunday,3,9,833000
MIP-05451,TV 50 Inch,TV,2024-08-09,7,Friday,8,18,3018000
MIP-05452,Screen 3x4,Screen,2026-04-28,6,Tuesday,4,15,2275000
MIP-05453,TV 55 Inch,TV,2024-09-29,6,Sunday,9,9,3111000
MIP-05454,Screen 2x3,Screen,2025-11-26,5,Wednesday,11,6,1473000
MIP-05455,TV 75 Inch,TV,2025-08-31,6,Sunday,8,8,7494000
MIP-05456,TV 65 Inch,TV,2024-05-31,6,Friday,5,12,3963000
MIP-05457,TV 50 Inch,TV,2026-04-20,6,Monday,4,7,2628000
MIP-05458,TV 65 Inch,TV,2024-09-26,2,Thursday,9,11,1369000
MIP-05459,TV 55 Inch,TV,2026-04-04,2,Saturday,4,9,1205000
MIP-05460,TV 50 Inch,TV,2025-04-16,2,Wednesday,4,16,982000
MIP-05461,Epson 6000 Lumens,Proyektor,2025-01-08,5,Wednesday,1,12,5300000
MIP-05462,TV 43 Inch,TV,2024-09-08,3,Sunday,9,11,853000
MIP-05463,Epson 6000 Lumens,Proyektor,2026-04-08,6,Wednesday,4,12,5482000
MIP-05464,Screen 2x3,Screen,2024-03-21,6,Thursday,3,16,1734000
MIP-05465,TV 75 Inch,TV,2025-02-19,1,Wednesday,2,16,1144000
MIP-05466,TV 50 Inch,TV,2025-01-13,7,Monday,1,19,3154000
MIP-05467,TV 65 Inch,TV,2025-12-07,5,Sunday,12,13,3694000
MIP-05468,TV 75 Inch,TV,2024-12-04,7,Wednesday,12,19,9002000
MIP-05469,TV 65 Inch,TV,2025-08-23,6,Saturday,8,13,4490000
MIP-05470,TV 55 Inch,TV,2024-07-23,3,Tuesday,7,12,1604000
MIP-05471,TV 65 Inch,TV,2025-01-14,5,Tuesday,1,20,3631000
MIP-05472,TV 50 Inch,TV,2025-02-06,4,Thursday,2,17,1733000
MIP-05473,Screen 2x3,Screen,2025-03-17,2,Monday,3,13,547000
MIP-05474,Screen 3x4,Screen,2024-03-21,2,Thursday,3,15,832000
MIP-05475,TV 50 Inch,TV,2025-01-13,1,Monday,1,5,406000
MIP-05476,TV 55 Inch,TV,2025-09-25,3,Thursday,9,7,1620000
MIP-05477,TV 55 Inch,TV,2024-07-08,7,Monday,7,17,3719000
MIP-05478,Screen 3x4,Screen,2024-11-26,7,Tuesday,11,16,2908000
MIP-05479,TV 65 Inch,TV,2025-02-10,3,Monday,2,19,2212000
MIP-05480,Screen 3x4,Screen,2024-04-25,7,Thursday,4,12,2690000
MIP-05481,Epson 6000 Lumens,Proyektor,2025-04-09,7,Wednesday,4,13,7436000
MIP-05482,Screen 3x4,Screen,2024-09-02,3,Monday,9,8,1151000
MIP-05483,TV 50 Inch,TV,2024-07-04,4,Thursday,7,8,1781000
MIP-05484,TV 50 Inch,TV,2024-02-23,6,Friday,2,13,2823000
MIP-05485,TV 43 Inch,TV,2024-09-10,7,Tuesday,9,10,2181000
MIP-05486,TV 65 Inch,TV,2026-04-16,1,Thursday,4,14,768000
MIP-05487,TV 55 Inch,TV,2024-11-12,2,Tuesday,11,6,1040000
MIP-05488,TV 75 Inch,TV,2025-08-03,4,Sunday,8,12,4956000
MIP-05489,TV 75 Inch,TV,2024-08-19,1,Monday,8,5,1226000
MIP-05490,Epson 6000 Lumens,Proyektor,2025-06-30,6,Monday,6,8,6498000
MIP-05491,TV 75 Inch,TV,2025-06-27,7,Friday,6,16,7823000
MIP-05492,Screen 3x4,Screen,2024-05-25,1,Saturday,5,7,420000
MIP-05493,TV 55 Inch,TV,2026-01-17,5,Saturday,1,19,2788000
MIP-05494,Screen 2x3,Screen,2025-07-24,3,Thursday,7,15,859000
MIP-05495,Screen 3x4,Screen,2024-08-02,3,Friday,8,13,1194000
MIP-05496,Screen 3x4,Screen,2025-03-19,5,Wednesday,3,19,1934000
MIP-05497,TV 50 Inch,TV,2024-09-30,7,Monday,9,20,3200000
MIP-05498,Epson 6000 Lumens,Proyektor,2024-04-25,4,Thursday,4,11,4311000
MIP-05499,Screen 3x4,Screen,2025-10-25,7,Saturday,10,5,2839000
MIP-05500,TV 65 Inch,TV,2026-03-26,3,Thursday,3,9,2155000
MIP-05501,TV 43 Inch,TV,2025-03-31,4,Monday,3,19,1204000
MIP-05502,Screen 3x4,Screen,2025-08-14,4,Thursday,8,17,1456000
MIP-05503,TV 55 Inch,TV,2025-02-20,2,Thursday,2,11,1041000
MIP-05504,TV 75 Inch,TV,2024-01-04,1,Thursday,1,13,1198000
MIP-05505,Epson 6000 Lumens,Proyektor,2025-10-23,7,Thursday,10,6,6734000
MIP-05506,TV 55 Inch,TV,2026-04-14,2,Tuesday,4,19,1030000
MIP-05507,Screen 2x3,Screen,2024-01-26,3,Friday,1,15,901000
MIP-05508,Epson 6000 Lumens,Proyektor,2024-02-07,1,Wednesday,2,9,965000
MIP-05509,TV 75 Inch,TV,2025-11-29,2,Saturday,11,9,2284000
MIP-05510,Screen 2x3,Screen,2024-11-12,2,Tuesday,11,15,596000
MIP-05511,TV 75 Inch,TV,2025-11-09,7,Sunday,11,11,7784000
MIP-05512,Screen 2x3,Screen,2025-03-11,1,Tuesday,3,14,326000
MIP-05513,TV 43 Inch,TV,2025-08-10,6,Sunday,8,8,1932000
MIP-05514,TV 43 Inch,TV,2026-02-20,4,Friday,2,7,1250000
MIP-05515,TV 75 Inch,TV,2024-06-17,1,Monday,6,11,1105000
MIP-05516,Screen 2x3,Screen,2024-07-21,4,Sunday,7,16,1266000
MIP-05517,TV 55 Inch,TV,2025-12-27,2,Saturday,12,17,1168000
MIP-05518,Screen 3x4,Screen,2026-01-08,1,Thursday,1,10,421000
MIP-05519,TV 75 Inch,TV,2026-03-13,2,Friday,3,16,2215000
MIP-05520,Screen 3x4,Screen,2026-01-06,3,Tuesday,1,16,1235000
MIP-05521,TV 43 Inch,TV,2024-08-28,2,Wednesday,8,10,640000
MIP-05522,Screen 3x4,Screen,2025-10-17,6,Friday,10,19,2437000
MIP-05523,TV 43 Inch,TV,2025-12-17,5,Wednesday,12,11,1544000
MIP-05524,Screen 3x4,Screen,2024-01-02,3,Tuesday,1,16,1190000
MIP-05525,TV 75 Inch,TV,2025-12-08,6,Monday,12,12,7241000
MIP-05526,TV 55 Inch,TV,2024-08-18,2,Sunday,8,12,998000
MIP-05527,TV 65 Inch,TV,2025-03-13,1,Thursday,3,16,719000
MIP-05528,Epson 6000 Lumens,Proyektor,2025-04-25,4,Friday,4,7,3665000
MIP-05529,Epson 6000 Lumens,Proyektor,2025-07-18,4,Friday,7,6,3948000
MIP-05530,Screen 3x4,Screen,2025-02-02,5,Sunday,2,20,1917000
MIP-05531,Screen 2x3,Screen,2026-02-21,5,Saturday,2,10,1514000
MIP-05532,TV 43 Inch,TV,2025-01-25,1,Saturday,1,8,278000
MIP-05533,Epson 6000 Lumens,Proyektor,2025-05-18,1,Sunday,5,9,1038000
MIP-05534,TV 65 Inch,TV,2024-04-12,3,Friday,4,12,2224000
MIP-05535,Screen 3x4,Screen,2025-12-24,1,Wednesday,12,20,373000
MIP-05536,TV 65 Inch,TV,2025-12-25,7,Thursday,12,13,4512000
MIP-05537,TV 50 Inch,TV,2026-03-09,4,Monday,3,20,1672000
MIP-05538,TV 43 Inch,TV,2024-11-28,4,Thursday,11,13,1291000
MIP-05539,Screen 3x4,Screen,2024-05-28,2,Tuesday,5,11,805000
MIP-05540,Screen 3x4,Screen,2024-05-25,2,Saturday,5,5,795000
MIP-05541,Screen 2x3,Screen,2026-02-11,5,Wednesday,2,14,1382000
MIP-05542,TV 50 Inch,TV,2024-06-06,3,Thursday,6,9,1390000
MIP-05543,Screen 3x4,Screen,2024-07-01,6,Monday,7,16,2577000
MIP-05544,TV 65 Inch,TV,2024-02-28,4,Wednesday,2,10,2984000
MIP-05545,TV 55 Inch,TV,2024-08-04,3,Sunday,8,6,1692000
MIP-05546,TV 65 Inch,TV,2024-09-05,7,Thursday,9,20,4484000
MIP-05547,TV 43 Inch,TV,2024-03-09,7,Saturday,3,8,1937000
MIP-05548,Epson 6000 Lumens,Proyektor,2024-10-05,4,Saturday,10,20,3639000
MIP-05549,TV 50 Inch,TV,2024-04-17,7,Wednesday,4,12,2997000
MIP-05550,Epson 6000 Lumens,Proyektor,2025-05-12,6,Monday,5,15,5563000
